3590 C	[0.473226,-0.010361,-0.123429]
3584 C	[0.386094,-0.002537,-0.112871]
3591 C	[0.316153,-0.024748,-0.152398]
3597 C	[0.353511,-0.013448,-0.110772]
3581 C	[0.340971,-0.00413,-0.106332]
3524 C	[0.308066,0.022467,-0.067264]
4141 C	[0.510559,-0.009152,-0.103817]
4142 C	[0.433466,-0.00243,-0.085527]
4143 C	[0.443885,-0.008422,-0.050073]
4144 C	[0.364202,0.012958,-0.051198]
4145 C	[0.327992,0.005236,-0.049556]
4146 C	[0.241767,0.007174,-0.047123]
4147 C	[0.270844,0.018257,-0.050535]
7681 C	[0.729428,-0.00754,-0.055559]
7682 C	[0.616955,-0.015146,-0.082506]
7683 C	[0.530167,-0.023867,-0.105977]
7684 C	[0.484022,-0.019677,-0.11091]
7685 C	[0.45612,-0.023205,-0.115062]
7686 C	[0.430035,-0.029669,-0.119106]
7687 C	[0.394264,-0.020476,-0.12663]
2141 C	[0.778897,-0.036877,-0.074029]
2142 C	[0.733057,-0.027842,-0.090971]
2143 C	[0.604886,-0.04683,-0.122733]
2144 C	[0.503184,-0.060246,-0.149671]
2145 C	[0.426525,-0.064641,-0.163637]
2146 C	[0.353859,-0.048242,-0.159783]
2147 C	[0.307632,-0.027077,-0.14391]
545 C	[0.876434,-0.015025,-0.025179]
544 C	[0.860876,-0.017726,-0.03125]
543 C	[0.812791,-0.025686,-0.047162]
542 C	[0.729234,-0.037303,-0.06901]
541 C	[0.336398,-0.068375,-0.110592]
540 C	[0.291265,-0.053592,-0.085628]
539 C	[0.253347,-0.030439,-0.047979]
290 C	[0.866393,-0.025237,-0.034978]
291 C	[0.818272,-0.036377,-0.05912]
292 C	[0.736421,-0.052809,-0.094668]
293 C	[0.376714,-0.090062,-0.188454]
294 C	[0.309328,-0.045628,-0.120342]
295 C	[0.270542,-0.047561,-0.095371]
296 C	[0.215859,-0.020778,-0.038586]
2905 C	[0.801691,-0.045724,-0.063203]
2915 C	[0.736575,-0.060812,-0.091572]
2925 C	[0.652014,-0.080538,-0.125292]
2935 C	[0.441252,-0.107163,-0.182024]
2945 C	[0.396061,-0.093391,-0.149772]
2955 C	[0.320816,-0.062709,-0.097012]
2965 C	[0.252158,-0.037164,-0.056645]
2169 C	[0.733393,-0.035441,-0.063134]
2170 C	[0.663023,-0.044938,-0.080021]
2171 C	[0.674532,-0.059445,-0.115477]
2172 C	[0.570523,-0.056293,-0.151392]
2173 C	[0.588897,-0.073796,-0.146521]
2174 C	[0.544853,-0.08131,-0.160724]
2175 C	[0.500689,-0.099795,-0.172881]
2381 C	[0.65617,-0.031502,-0.119862]
2382 C	[0.606571,-0.070601,-0.141296]
2383 C	[0.538214,-0.051264,-0.108179]
2384 C	[0.466328,-0.072368,-0.124413]
2386 C	[0.528002,-0.033657,-0.154391]
2387 C	[0.507309,-0.045575,-0.173362]
2388 C	[0.440749,-0.067523,-0.178969]
4148 C	[0.645136,-0.046291,-0.053212]
4149 C	[0.721823,-0.02314,-0.049697]
4150 C	[0.581863,-0.025443,-0.103196]
4151 C	[0.487993,-0.074622,-0.133288]
4152 C	[0.432547,-0.037233,-0.12047]
4153 C	[0.420969,-0.03233,-0.111803]
4154 C	[0.371405,-0.032662,-0.098249]
297 C	[0.780502,-0.066431,-0.072782]
298 C	[0.727762,-0.08238,-0.096311]
299 C	[0.661833,-0.101138,-0.122733]
300 C	[0.452847,-0.124137,-0.175901]
301 C	[0.380045,-0.096641,-0.12835]
302 C	[0.322926,-0.065408,-0.078478]
303 C	[0.264283,-0.035445,-0.042008]
7688 C	[0.648301,-0.05808,-0.095872]
7689 C	[0.611817,-0.067761,-0.100618]
7690 C	[0.52819,-0.075428,-0.103346]
7691 C	[0.462154,-0.074988,-0.111254]
7692 C	[0.427972,-0.056787,-0.099942]
7693 C	[0.387138,-0.04614,-0.091133]
7694 C	[0.363546,-0.04042,-0.082497]
2148 C	[0.634582,-0.034919,-0.067076]
2149 C	[0.583064,-0.040129,-0.074033]
2150 C	[0.534584,-0.044773,-0.081338]
2151 C	[0.508882,-0.045322,-0.104197]
2152 C	[0.480709,-0.050126,-0.08643]
2153 C	[0.425399,-0.053403,-0.086057]
2154 C	[0.382685,-0.050754,-0.115136]
2183 C	[0.610395,-0.088334,-0.093091]
2184 C	[0.578592,-0.091946,-0.151144]
2185 C	[0.514286,-0.097939,-0.105058]
2186 C	[0.381295,-0.081018,-0.127612]
2187 C	[0.368641,-0.070029,-0.104542]
2188 C	[0.352523,-0.061174,-0.088741]
2189 C	[0.301847,-0.038311,-0.052674]
2975 C	[0.839126,-0.052641,-0.046576]
2985 C	[0.76333,-0.079408,-0.080516]
2995 C	[0.673872,-0.108251,-0.116517]
3005 C	[0.517938,-0.13584,-0.163795]
3015 C	[0.445776,-0.116647,-0.125713]
3025 C	[0.382886,-0.089116,-0.084229]
3035 C	[0.329334,-0.061677,-0.052623]
2190 C	[0.735951,-0.071711,-0.093098]
2191 C	[0.669807,-0.086972,-0.120329]
2192 C	[0.602415,-0.117554,-0.14622]
2193 C	[0.609241,-0.102457,-0.143337]
2194 C	[0.571316,-0.122463,-0.15645]
2195 C	[0.537434,-0.101028,-0.166159]
2196 C	[0.479588,-0.112817,-0.146569]
7695 C	[0.702514,-0.037157,-0.043816]
7696 C	[0.651087,-0.047455,-0.047714]
7697 C	[0.592751,-0.047785,-0.054991]
7698 C	[0.530583,-0.041854,-0.054176]
7699 C	[0.481425,-0.040152,-0.055842]
7700 C	[0.446159,-0.047986,-0.072536]
7701 C	[0.41841,-0.068448,-0.073823]
2176 C	[0.770589,-0.015651,-0.0185]
2177 C	[0.682739,-0.029329,-0.029335]
2178 C	[0.62587,-0.032397,-0.032159]
2179 C	[0.555064,-0.036623,-0.036972]
2180 C	[0.504383,-0.04115,-0.041142]
2181 C	[0.442736,-0.043419,-0.043346]
2182 C	[0.381814,-0.043932,-0.044094]
2204 C	[0.828063,-0.026255,-0.025099]
2205 C	[0.738482,-0.034676,-0.040176]
2206 C	[0.679511,-0.031909,-0.045638]
2207 C	[0.654578,-0.044319,-0.052193]
2208 C	[0.601397,-0.043018,-0.05663]
2209 C	[0.585851,-0.049397,-0.059387]
2210 C	[0.403299,-0.045637,-0.074458]
4155 C	[0.824049,-0.014714,-0.010002]
4156 C	[0.77816,-0.036104,-0.030352]
4157 C	[0.706333,-0.06374,-0.050113]
4158 C	[0.558505,-0.057071,-0.0571]
4159 C	[0.419777,-0.072798,-0.096158]
4160 C	[0.369537,-0.055246,-0.05985]
4161 C	[0.399572,-0.025265,-0.033729]
7457 C	[0.873701,-0.029598,-0.024578]
7458 C	[0.725169,-0.054937,-0.05213]
7459 C	[0.635619,-0.068865,-0.065865]
7460 C	[0.536662,-0.172822,-0.136756]
7461 C	[0.54589,-0.095688,-0.124407]
7462 C	[0.424803,-0.063554,-0.110674]
7463 C	[0.27471,-0.036977,-0.068103]
304 C	[0.848802,-0.058459,-0.038918]
305 C	[0.782599,-0.088862,-0.071194]
306 C	[0.70018,-0.124319,-0.104916]
Process Blue C	[0.544316,-0.159602,-0.150501]
307 C	[0.465422,-0.144449,-0.132777]
308 C	[0.403201,-0.113776,-0.092832]
309 C	[0.315198,-0.063093,-0.04358]
635 C	[0.854832,-0.049444,-0.035433]
636 C	[0.82393,-0.063356,-0.048124]
637 C	[0.757314,-0.089918,-0.071941]
638 C	[0.683272,-0.117592,-0.096202]
639 C	[0.595051,-0.144114,-0.11886]
640 C	[0.533364,-0.151059,-0.128512]
641 C	[0.451409,-0.141232,-0.130947]
3577 C	[0.765689,-0.036266,-0.064452]
3545 C	[0.722903,-0.117627,-0.090338]
3551 C	[0.622452,-0.183691,-0.102139]
3538 C	[0.606517,-0.124959,-0.134883]
3553 C	[0.480762,-0.140449,-0.147956]
2454 C	[0.553955,-0.06352,-0.07691]
3526 C	[0.646064,-0.02193,-0.022033]
2389 C	[0.664207,-0.063042,-0.082718]
2390 C	[0.55074,-0.069997,-0.095457]
2391 C	[0.555687,-0.083935,-0.08253]
2392 C	[0.481938,-0.059512,-0.068208]
2393 C	[0.594088,-0.12718,-0.12433]
2394 C	[0.571926,-0.140953,-0.142551]
2396 C	[0.603582,-0.130385,-0.075672]
7702 C	[0.684965,-0.075888,-0.067185]
7703 C	[0.632002,-0.096426,-0.081349]
7704 C	[0.554764,-0.111073,-0.094609]
7705 C	[0.489634,-0.100659,-0.091525]
7706 C	[0.474625,-0.090763,-0.085304]
7707 C	[0.447015,-0.079716,-0.073572]
7708 C	[0.409509,-0.077319,-0.067435]
2197 C	[0.809611,-0.079651,-0.055199]
2198 C	[0.773083,-0.097787,-0.068515]
2199 C	[0.713715,-0.125734,-0.087683]
2200 C	[0.67194,-0.099055,-0.075842]
2201 C	[0.666985,-0.14392,-0.102448]
2202 C	[0.64478,-0.144726,-0.129273]
2203 C	[0.554054,-0.124843,-0.096455]
628 C	[0.870872,-0.036175,-0.01878]
629 C	[0.828298,-0.051546,-0.032091]
630 C	[0.77542,-0.068291,-0.045666]
631 C	[0.701605,-0.089303,-0.062791]
632 C	[0.594499,-0.11469,-0.081177]
633 C	[0.487982,-0.125486,-0.09172]
634 C	[0.424074,-0.118404,-0.09218]
310 C	[0.801099,-0.086343,-0.054697]
311 C	[0.746029,-0.113075,-0.073188]
312 C	[0.646536,-0.154316,-0.099756]
313 C	[0.568488,-0.173021,-0.113855]
314 C	[0.512349,-0.158719,-0.100908]
315 C	[0.44272,-0.126164,-0.075111]
316 C	[0.356412,-0.071056,-0.036492]
3105 C	[0.801644,-0.090899,-0.04812]
3115 C	[0.729098,-0.126458,-0.067633]
3125 C	[0.655594,-0.157775,-0.083182]
3135 C	[0.54488,-0.181989,-0.095128]
3145 C	[0.483727,-0.149267,-0.075002]
3155 C	[0.423845,-0.125716,-0.061187]
3165 C	[0.368946,-0.095487,-0.044561]
7709 C	[0.712037,-0.071541,-0.038055]
7710 C	[0.655666,-0.11164,-0.055158]
7711 C	[0.592618,-0.138818,-0.066408]
7712 C	[0.538778,-0.131589,-0.072478]
7713 C	[0.510402,-0.130419,-0.05764]
7714 C	[0.492977,-0.121503,-0.049097]
7715 C	[0.434907,-0.096772,-0.039019]
2218 C	[0.71584,-0.056252,-0.039317]
2219 C	[0.672975,-0.06301,-0.044714]
2220 C	[0.628462,-0.068373,-0.049795]
2221 C	[0.590111,-0.075876,-0.053519]
2222 C	[0.558396,-0.075641,-0.057276]
2223 C	[0.521626,-0.078642,-0.061005]
2224 C	[0.47024,-0.079939,-0.065057]
317 C	[0.880515,-0.051106,-0.016485]
318 C	[0.836936,-0.078214,-0.03019]
319 C	[0.766263,-0.118014,-0.046033]
320 C	[0.581142,-0.190934,-0.06778]
321 C	[0.540479,-0.171749,-0.060472]
322 C	[0.472124,-0.136897,-0.045799]
323 C	[0.419253,-0.108445,-0.034037]
2225 C	[0.816481,-0.082576,-0.043603]
2226 C	[0.768671,-0.108252,-0.056158]
2227 C	[0.74263,-0.087082,-0.044414]
2228 C	[0.622921,-0.171081,-0.084952]
2229 C	[0.591765,-0.177735,-0.089572]
2230 C	[0.563681,-0.126739,-0.069975]
2231 C	[0.507675,-0.130798,-0.074489]
4162 C	[0.829218,-0.04922,0.004269]
4163 C	[0.791337,-0.066259,0.002396]
4164 C	[0.541304,-0.094815,-0.002196]
4165 C	[0.470304,-0.074477,-0.007355]
4166 C	[0.521635,-0.056864,-0.011381]
4167 C	[0.464616,-0.059265,-0.00184]
4168 C	[0.363757,-0.035614,-0.012537]
7464 C	[0.821889,-0.051147,-0.007725]
7465 C	[0.731669,-0.11605,-0.003912]
7466 C	[0.654508,-0.165921,-0.062142]
7467 C	[0.607496,-0.181784,-0.066436]
7468 C	[0.506083,-0.089422,-0.085352]
7469 C	[0.438143,-0.091848,-0.090443]
7470 C	[0.418878,-0.0802,-0.060881]
7471 C	[0.831562,-0.091376,-0.015972]
7472 C	[0.720962,-0.087687,-0.018167]
7473 C	[0.61312,-0.102031,-0.006128]
7474 C	[0.498971,-0.110002,-0.049269]
7475 C	[0.542926,-0.053035,-0.018157]
7476 C	[0.397304,-0.059975,-0.026662]
7477 C	[0.392547,-0.037895,-0.035311]
2211 C	[0.658651,-0.039535,-0.028349]
2212 C	[0.581811,-0.047191,-0.035319]
2213 C	[0.507087,-0.058717,-0.03156]
2214 C	[0.501116,-0.054793,-0.037744]
2215 C	[0.427724,-0.036726,-0.038942]
2216 C	[0.399122,-0.030668,-0.030762]
2217 C	[0.314418,-0.04743,-0.027755]
5523 C	[0.834829,-0.024409,-0.010411]
5513 C	[0.8086,-0.02837,-0.013373]
5503 C	[0.753764,-0.035478,-0.018057]
5493 C	[0.703446,-0.041144,-0.021873]
5483 C	[0.583099,-0.053849,-0.028825]
5473 C	[0.438385,-0.064135,-0.034527]
5463 C	[0.251941,-0.03235,-0.022295]
2232 C	[0.712304,-0.061066,-0.026247]
2233 C	[0.677905,-0.072652,-0.035675]
2234 C	[0.651999,-0.07476,-0.032868]
2235 C	[0.606475,-0.087244,-0.041533]
2236 C	[0.601024,-0.085478,-0.038244]
2237 C	[0.562164,-0.090437,-0.039759]
2238 C	[0.457938,-0.101394,-0.049717]
7716 C	[0.596636,-0.112597,-0.022744]
7717 C	[0.535102,-0.125202,-0.022522]
7718 C	[0.486328,-0.126496,-0.0292]
7719 C	[0.464841,-0.108643,-0.02245]
7720 C	[0.435871,-0.096918,-0.015122]
7721 C	[0.4251,-0.085528,-0.023588]
7722 C	[0.386399,-0.072645,-0.02172]
324 C	[0.845551,-0.062349,-0.017365]
325 C	[0.779752,-0.095574,-0.024524]
326 C	[0.66953,-0.141767,-0.027896]
327 C	[0.513323,-0.178456,-0.018059]
328 C	[0.464088,-0.149761,-0.019253]
329 C	[0.43578,-0.129593,-0.018113]
330 C	[0.390487,-0.076387,-0.009828]
2455 C	[0.763056,-0.046802,-0.002391]
3533 C	[0.814384,-0.109348,-0.007751]
3534 C	[0.647059,-0.184881,-0.028463]
2456 C	[0.622506,-0.099461,-0.003675]
3560 C	[0.61039,-0.173621,-0.027553]
3557 C	[0.505146,-0.135917,-0.043779]
3541 C	[0.552803,-0.188944,-0.067847]
3242 C	[0.822915,-0.099474,-0.020739]
3252 C	[0.775775,-0.128395,-0.026224]
3262 C	[0.693785,-0.17135,-0.031735]
3272 C	[0.59867,-0.199866,-0.03743]
3282 C	[0.51563,-0.163202,-0.025107]
3292 C	[0.396757,-0.106381,-0.013647]
3302 C	[0.369075,-0.073435,-0.007983]
2397 C	[0.689335,-0.137094,-0.050085]
2398 C	[0.700739,-0.134801,-0.028448]
2399 C	[0.625589,-0.194156,-0.036406]
2400 C	[0.654906,-0.156602,-0.006423]
2401 C	[0.656548,-0.10393,-0.008197]
2402 C	[0.587173,-0.173334,-0.010354]
2403 C	[0.518712,-0.189479,-0.026176]
2457 C	[0.708539,-0.039041,0.011793]
2458 C	[0.637028,-0.058945,0.015323]
2459 C	[0.688483,-0.095617,0.013275]
2460 C	[0.703591,-0.06924,-0.015376]
2461 C	[0.604473,-0.094364,-0.022793]
2462 C	[0.602782,-0.056635,-0.004505]
2463 C	[0.541105,-0.031395,-0.002388]
4169 C	[0.817318,-0.020158,0.001438]
4170 C	[0.777416,-0.0276,-0.005074]
4171 C	[0.761517,-0.033395,-0.004792]
4172 C	[0.720596,-0.051765,-0.007299]
4173 C	[0.77317,-0.065805,-0.015132]
4174 C	[0.764514,-0.062385,-0.018924]
4175 C	[0.763104,-0.036724,-0.024361]
3245 C	[0.83708,-0.097519,-0.012069]
3255 C	[0.783097,-0.133429,-0.015231]
3265 C	[0.719645,-0.1693,-0.016751]
3275 C	[0.642555,-0.198497,-0.01552]
3285 C	[0.572137,-0.162608,-0.012297]
3295 C	[0.483141,-0.140246,-0.008043]
3305 C	[0.37456,-0.074017,-0.001543]
3248 C	[0.779076,-0.096072,0.000106]
3258 C	[0.744246,-0.113354,-0.004858]
3268 C	[0.640389,-0.155138,0.001549]
3278 C	[0.579889,-0.172275,0.008441]
3288 C	[0.509846,-0.154867,0.007091]
3298 C	[0.446389,-0.120168,0.006287]
3308 C	[0.348235,-0.06606,0.005119]
566 C	[0.864776,-0.040824,0.000545]
565 C	[0.832693,-0.058107,-0.002367]
564 C	[0.783188,-0.072407,-0.005486]
563 C	[0.733739,-0.084774,-0.007125]
562 C	[0.476334,-0.102707,-0.007994]
561 C	[0.411876,-0.079028,-0.001829]
560 C	[0.328022,-0.041863,0.00268]
573 C	[0.877865,-0.050446,-0.001206]
572 C	[0.857629,-0.062996,-0.003102]
571 C	[0.839835,-0.071885,-0.004503]
570 C	[0.772946,-0.096346,-0.005932]
569 C	[0.519474,-0.13292,-0.00503]
568 C	[0.466081,-0.100262,-0.000726]
567 C	[0.332186,-0.04946,0.003019]
559 C	[0.811892,-0.03543,0.013034]
558 C	[0.768054,-0.043538,0.01383]
557 C	[0.719082,-0.051145,0.015059]
556 C	[0.665899,-0.061417,0.019804]
555 C	[0.492937,-0.083308,0.028894]
554 C	[0.424319,-0.070506,0.024166]
553 C	[0.366767,-0.043254,0.018534]
2404 C	[0.761517,-0.031385,0.030263]
2406 C	[0.670208,-0.040395,0.020688]
2407 C	[0.608419,-0.048049,0.023814]
2408 C	[0.533155,-0.066548,0.035754]
2409 C	[0.477789,-0.042698,0.034332]
2410 C	[0.440796,-0.042333,0.033993]
2411 C	[0.338439,-0.060428,0.038907]
5595 C	[0.83524,-0.020417,0.008897]
5585 C	[0.777805,-0.02839,0.007378]
5575 C	[0.719836,-0.033076,0.006506]
5565 C	[0.666454,-0.038072,0.006445]
5555 C	[0.564067,-0.045521,0.007213]
5545 C	[0.486053,-0.049364,0.007582]
5535 C	[0.285241,-0.034629,0.003393]
5665 C	[0.811632,-0.015314,0.011504]
5655 C	[0.783018,-0.017476,0.011965]
5645 C	[0.745736,-0.019986,0.012686]
5635 C	[0.702818,-0.022611,0.013924]
5625 C	[0.593445,-0.028486,0.017226]
5615 C	[0.534197,-0.031226,0.019498]
5605 C	[0.314652,-0.031606,0.011489]
4176 C	[0.839698,-0.012852,0.010521]
4177 C	[0.795902,-0.008598,0.019971]
4178 C	[0.741917,-0.015551,0.026011]
4179 C	[0.696512,-0.02757,0.041533]
4180 C	[0.66802,-0.020291,0.02966]
4181 C	[0.596623,-0.028284,0.022973]
4182 C	[0.554013,-0.020435,0.018585]
4183 C	[0.800146,-0.012354,0.013523]
4184 C	[0.722227,-0.020957,0.00953]
4185 C	[0.688149,-0.028908,0.000254]
4186 C	[0.615397,-0.037615,-0.007104]
4187 C	[0.569008,-0.018953,-0.007846]
4188 C	[0.456005,-0.027059,-0.008364]
4189 C	[0.379418,-0.043271,-0.025821]
5527 C	[0.823844,-0.013821,1.8e-05]
5517 C	[0.794553,-0.016388,-0.000827]
5507 C	[0.739197,-0.020159,-0.001954]
5497 C	[0.662015,-0.024321,-0.003636]
5487 C	[0.551009,-0.030039,-0.004548]
5477 C	[0.450365,-0.034992,-0.004065]
5467 C	[0.297906,-0.032594,-0.003055]
4190 C	[0.750457,-0.016142,0.01495]
4191 C	[0.705147,-0.020892,0.001952]
4192 C	[0.65276,-0.022154,0.012366]
4193 C	[0.506051,-0.011732,0.017099]
4194 C	[0.486638,-0.01528,-0.002266]
4195 C	[0.506433,0.001605,-0.003008]
4196 C	[0.440597,-0.011074,-0.013524]
4197 C	[0.671732,-0.021185,0.010519]
4198 C	[0.5703,-0.026898,0.011603]
4199 C	[0.501436,-0.022198,0.011114]
4200 C	[0.512391,-0.024525,0.006809]
4201 C	[0.492597,-0.031365,0.006893]
4202 C	[0.40252,-0.02782,0.00355]
4203 C	[0.377228,-0.033065,0.005213]
621 C	[0.892861,-0.019498,0.006381]
622 C	[0.827844,-0.027687,0.006219]
623 C	[0.758112,-0.038171,0.005682]
624 C	[0.66668,-0.047367,0.005864]
625 C	[0.55642,-0.057678,0.006075]
626 C	[0.432046,-0.062481,0.005606]
627 C	[0.28877,-0.03964,0.000949]
331 C	[0.876451,-0.068184,-0.000948]
332 C	[0.850325,-0.089653,-0.00261]
333 C	[0.797908,-0.135532,-0.003585]
Green C	[0.612925,-0.209895,0.001601]
334 C	[0.562772,-0.183994,0.002081]
335 C	[0.49507,-0.142214,0.005552]
336 C	[0.438161,-0.109657,0.005471]
2239 C	[0.751927,-0.152527,-0.007113]
2240 C	[0.690832,-0.187356,-0.003286]
2241 C	[0.655201,-0.079976,0.000424]
2242 C	[0.607103,-0.169732,0.020882]
2243 C	[0.586481,-0.125164,0.005379]
2244 C	[0.536381,-0.09503,0.001292]
2245 C	[0.507642,-0.185931,0.028669]
337 C	[0.81763,-0.078168,0.010517]
338 C	[0.781115,-0.100283,0.010203]
339 C	[0.6672,-0.149541,0.0209]
340 C	[0.564025,-0.176623,0.038613]
341 C	[0.495243,-0.132823,0.026689]
342 C	[0.443278,-0.107031,0.021996]
343 C	[0.404074,-0.075723,0.016978]
7723 C	[0.659445,-0.095613,0.022193]
7724 C	[0.588471,-0.124616,0.027763]
7725 C	[0.528472,-0.150452,0.036781]
7726 C	[0.491565,-0.146047,0.036684]
7727 C	[0.459486,-0.126478,0.032828]
7728 C	[0.445535,-0.108958,0.026023]
7729 C	[0.400165,-0.089625,0.007362]
3375 C	[0.834042,-0.109034,0.014529]
3385 C	[0.786144,-0.13628,0.020073]
3395 C	[0.698827,-0.184037,0.033236]
3405 C	[0.623406,-0.211326,0.049898]
3415 C	[0.479736,-0.140559,0.033875]
3425 C	[0.430313,-0.108751,0.025798]
3435 C	[0.356735,-0.062748,0.0158]
2246 C	[0.830398,-0.054985,0.019056]
2247 C	[0.748839,-0.088357,0.029374]
2248 C	[0.719703,-0.088551,0.031513]
2249 C	[0.673597,-0.097777,0.035458]
2250 C	[0.665845,-0.154041,0.049636]
2251 C	[0.640702,-0.163171,0.044349]
2252 C	[0.604386,-0.207615,0.077789]
2412 C	[0.777199,-0.144042,0.046288]
2413 C	[0.694869,-0.125975,0.022098]
2414 C	[0.691081,-0.156197,0.044165]
2416 C	[0.653981,-0.163172,0.040699]
2417 C	[0.616506,-0.121723,0.040276]
2418 C	[0.504527,-0.19768,0.058425]
2419 C	[0.503823,-0.128961,0.021915]
344 C	[0.834439,-0.07151,0.031728]
345 C	[0.816439,-0.084514,0.03311]
346 C	[0.771102,-0.10735,0.042493]
347 C	[0.578535,-0.176229,0.076101]
348 C	[0.521235,-0.14948,0.065337]
349 C	[0.456774,-0.104488,0.049414]
350 C	[0.398469,-0.0567,0.031844]
351 C	[0.859617,-0.082271,0.035218]
352 C	[0.843276,-0.101333,0.039706]
353 C	[0.827515,-0.114077,0.045052]
354 C	[0.633936,-0.209529,0.097327]
355 C	[0.564548,-0.183337,0.083382]
356 C	[0.493006,-0.141407,0.067543]
357 C	[0.40718,-0.076033,0.038405]
7478 C	[0.855782,-0.085303,0.024707]
7479 C	[0.750082,-0.164786,0.070777]
7480 C	[0.684857,-0.189094,0.062621]
7481 C	[0.656458,-0.199764,0.089157]
7482 C	[0.592202,-0.176155,0.070646]
7483 C	[0.428665,-0.075728,0.037891]
7484 C	[0.401166,-0.085172,0.016739]
2253 C	[0.891882,-0.056478,0.02551]
2254 C	[0.85464,-0.065677,0.039259]
2255 C	[0.795978,-0.097894,0.055235]
2256 C	[0.727409,-0.130918,0.074191]
2257 C	[0.646732,-0.159444,0.085156]
2258 C	[0.529134,-0.148699,0.093426]
2259 C	[0.477252,-0.124169,0.078775]
2464 C	[0.732054,-0.099437,0.076485]
2465 C	[0.474299,-0.103765,0.064128]
3522 C	[0.52002,-0.186025,0.078533]
3536 C	[0.454125,-0.199578,0.048935]
3500 C	[0.443418,-0.154815,0.05081]
3537 C	[0.339052,-0.106396,0.041146]
2466 C	[0.402453,-0.044623,-0.008063]
7730 C	[0.604375,-0.095523,0.049365]
7731 C	[0.55095,-0.11699,0.061115]
7732 C	[0.496924,-0.126493,0.054706]
7733 C	[0.472416,-0.109256,0.041811]
7734 C	[0.442955,-0.074638,0.032133]
7735 C	[0.420775,-0.050087,0.029538]
7736 C	[0.420331,-0.042671,0.019031]
7737 C	[0.657341,-0.1041,0.109349]
7738 C	[0.631661,-0.127613,0.096752]
7739 C	[0.60525,-0.133225,0.086683]
7740 C	[0.581072,-0.118589,0.081517]
7741 C	[0.559987,-0.101642,0.075945]
7742 C	[0.520735,-0.077408,0.065443]
7743 C	[0.479289,-0.063995,0.050093]
4204 C	[0.836972,-0.032656,0.048939]
4205 C	[0.774381,-0.048465,0.064782]
4206 C	[0.711631,-0.050507,0.046961]
4207 C	[0.669819,-0.053329,0.043068]
4208 C	[0.500133,-0.06877,0.025166]
4209 C	[0.429258,-0.03977,0.00735]
4210 C	[0.397277,-0.039234,0.008824]
2260 C	[0.826548,-0.041775,0.033902]
2261 C	[0.753715,-0.054177,0.043758]
2262 C	[0.709906,-0.051888,0.035932]
2263 C	[0.632761,-0.057001,0.044846]
2264 C	[0.623503,-0.072977,0.057928]
2265 C	[0.553502,-0.06153,0.050642]
2266 C	[0.408858,-0.066791,0.057091]
358 C	[0.840321,-0.077257,0.077713]
359 C	[0.821961,-0.088745,0.086307]
360 C	[0.730878,-0.131174,0.116075]
361 C	[0.663176,-0.151143,0.12176]
362 C	[0.623311,-0.122596,0.108278]
363 C	[0.574737,-0.107155,0.09843]
364 C	[0.516235,-0.082719,0.084128]
2267 C	[0.840939,-0.098069,0.068704]
2268 C	[0.800411,-0.129591,0.087346]
2269 C	[0.768002,-0.116459,0.093532]
2270 C	[0.723822,-0.174598,0.11138]
2271 C	[0.674708,-0.194045,0.119748]
2272 C	[0.588285,-0.16092,0.113807]
2273 C	[0.484666,-0.108006,0.077766]
2420 C	[0.710764,-0.184178,0.090263]
2421 C	[0.674658,-0.181227,0.149192]
2422 C	[0.62226,-0.177093,0.109154]
2423 C	[0.617242,-0.207967,0.121769]
2424 C	[0.608338,-0.160376,0.131444]
2426 C	[0.530873,-0.188514,0.101403]
2427 C	[0.418068,-0.107596,0.067626]
7485 C	[0.880298,-0.028269,0.039801]
7486 C	[0.862597,-0.067028,0.082576]
7487 C	[0.817069,-0.127327,0.117924]
7488 C	[0.786165,-0.147091,0.131403]
7489 C	[0.676901,-0.094042,0.094921]
7490 C	[0.633894,-0.074834,0.086947]
7491 C	[0.591907,-0.046277,0.087993]
2274 C	[0.872113,-0.027482,0.047978]
2275 C	[0.857062,-0.053369,0.079975]
2276 C	[0.686928,-0.070202,0.097627]
2277 C	[0.600025,-0.114807,0.114745]
2278 C	[0.543012,-0.096299,0.098753]
2279 C	[0.547757,-0.071428,0.091763]
2280 C	[0.481377,-0.07056,0.083797]
365 C	[0.865767,-0.065886,0.095383]
366 C	[0.846504,-0.078671,0.106789]
367 C	[0.814204,-0.09851,0.12332]
368 C	[0.724182,-0.127814,0.140693]
369 C	[0.654649,-0.122956,0.132089]
370 C	[0.589987,-0.087581,0.112337]
371 C	[0.468329,-0.044307,0.076054]
3570 C	[0.815582,-0.110885,0.185266]
3507 C	[0.801806,-0.101705,0.173568]
3561 C	[0.735601,-0.142155,0.158086]
3501 C	[0.659862,-0.150351,0.133636]
3529 C	[0.63272,-0.159666,0.116432]
3539 C	[0.604704,-0.132732,0.104019]
3508 C	[0.537383,-0.061964,0.08274]
2281 C	[0.904174,-0.046673,0.089908]
2282 C	[0.888563,-0.066899,0.089806]
2283 C	[0.840488,-0.107353,0.125468]
2284 C	[0.825644,-0.070079,0.095076]
2285 C	[0.809332,-0.127255,0.138389]
2286 C	[0.75746,-0.149634,0.161438]
2287 C	[0.726142,-0.165055,0.150459]
372 C	[0.901969,-0.061079,0.103206]
373 C	[0.892185,-0.071397,0.115011]
374 C	[0.878245,-0.084613,0.12951]
375 C	[0.800648,-0.133561,0.166906]
376 C	[0.727051,-0.123429,0.155955]
