134 C	[0.882992,0.011092,0.127478]
135 C	[0.861417,0.023661,0.139827]
136 C	[0.848201,0.030301,0.154032]
137 C	[0.801335,0.066468,0.164687]
138 C	[0.684825,0.079844,0.147312]
139 C	[0.596974,0.048651,0.120803]
140 C	[0.468838,0.020288,0.081037]
2008 C	[0.834517,0.026703,0.110802]
2009 C	[0.815274,0.036216,0.11769]
2010 C	[0.821645,0.049618,0.186198]
2011 C	[0.760514,0.065249,0.137138]
2012 C	[0.752372,0.065501,0.156027]
2013 C	[0.788935,0.083378,0.17638]
2014 C	[0.615138,0.054165,0.131603]
1345 C	[0.882502,0.021661,0.103234]
1355 C	[0.862419,0.031895,0.120784]
1365 C	[0.832071,0.049525,0.142969]
1375 C	[0.792304,0.077797,0.156289]
1385 C	[0.667809,0.076998,0.137282]
1395 C	[0.542539,0.045867,0.102429]
1405 C	[0.445977,0.026418,0.073326]
141 C	[0.84989,0.010558,0.133197]
142 C	[0.830208,0.018728,0.142806]
143 C	[0.809348,0.029129,0.149457]
144 C	[0.7311,0.08088,0.1511]
145 C	[0.671711,0.063043,0.137954]
146 C	[0.58553,0.044665,0.114052]
147 C	[0.486056,0.007587,0.073212]
4008 C	[0.803813,0.034943,0.156305]
4009 C	[0.768606,0.06845,0.124867]
4010 C	[0.667775,0.120642,0.132109]
4011 C	[0.681643,0.115641,0.095528]
4012 C	[0.692261,0.120961,0.113542]
4013 C	[0.637041,0.090037,0.115553]
4014 C	[0.604116,0.088117,0.076425]
3514 C	[0.817245,0.014133,0.179943]
3596 C	[0.81384,0.02103,0.072696]
3547 C	[0.689385,0.024183,0.135651]
3588 C	[0.775098,0.09117,0.149057]
3564 C	[0.683392,0.119628,0.157431]
2428 C	[0.707453,0.067704,0.130009]
2429 C	[0.60162,0.09833,0.113262]
4015 C	[0.819664,-0.021861,0.118298]
4016 C	[0.80156,-0.020765,0.145344]
4017 C	[0.797451,-0.002312,0.143239]
4018 C	[0.773106,-0.004423,0.127583]
4019 C	[0.738206,-0.00424,0.113818]
4020 C	[0.712187,-0.010995,0.150784]
4021 C	[0.673579,-0.001104,0.115729]
7408 C	[0.831528,0.011181,0.171773]
7409 C	[0.806495,0.026382,0.156522]
7410 C	[0.819259,0.068844,0.098202]
7411 C	[0.774924,0.050504,0.10914]
7412 C	[0.68362,0.066505,0.118744]
7413 C	[0.702704,0.078629,0.123432]
7414 C	[0.620836,0.073411,0.119973]
7562 C	[0.710059,0.014767,0.086584]
7563 C	[0.731028,0.030705,0.135505]
7564 C	[0.706162,0.056887,0.143319]
7565 C	[0.659938,0.069029,0.122778]
7566 C	[0.582303,0.072784,0.09135]
7567 C	[0.500873,0.055478,0.070854]
7568 C	[0.471938,0.040072,0.055349]
7569 C	[0.698402,0.060984,0.130693]
7570 C	[0.68563,0.06683,0.124166]
7571 C	[0.658218,0.060304,0.114006]
7572 C	[0.617113,0.060485,0.10152]
7573 C	[0.574191,0.059878,0.096159]
7574 C	[0.571716,0.045235,0.084325]
7575 C	[0.511745,0.031246,0.072104]
